account_id;wielkosckredytu;dataurodzenia;datazalozenia;datapozyczki;czastrwaniakredytu;platnosci;status;plec;disp_id;typkarty;stan_konta_przydzielanie_kredytu;A4;A5;A6;A7;A8;A9;A10;A11;A12;A13;A14;A15;A16;wiek_pozyczka;staz_pozyczka;balance;Czy_problemy;duration;payments;iletransakcji;ilecredit;ilewithdraw;ilecreditcardwithdrawal;ilecreditincash;ilecollectionfromanotherbank;ileremittancetoanotherbank
2116;92400;20.06.1974;02.05.1996;04.08.1997;12;7700;A;0;2560;classic;1000;285387;0;2;8;5;7;89,9;10177;6,63;7,75;81;9878;10108;23,12328767;1,257534247;1000;0;12;7700;104;39;60;0;24;0;22
2134;22932;19.11.1953;06.08.1996;17.03.1997;36;637;C;0;2581;;300;139012;59;41;8;3;10;61,9;8363;2,52;3,49;108;2564;2799;43,32328767;0,610958904;300;0;36;637;41;17;24;0;10;0;8
2142;23328;19.10.1964;01.09.1997;07.03.1998;12;1944;C;0;2590;;1000;95907;87;25;5;2;7;59,1;8388;2,41;2,94;87;1658;1668;33,38082192;0,512328767;1000;0;12;1944;27;14;13;0;8;0;2
2143;71460;31.08.1980;13.01.1996;09.09.1996;36;1985;C;0;2592;junior;700;1204953;0;0;0;1;1;100;12541;0,29;0,43;167;85677;99107;16,02465753;0,654794521;700;0;36;1985;31;16;15;0;9;0;3
2153;61560;04.01.1943;07.01.1996;28.11.1996;12;5130;A;1;2606;classic;200;51313;34;12;3;1;4;59,2;8930;3,52;4,2;108;1328;1452;53,89863014;0,890410959;200;0;12;5130;71;22;45;0;1;11;20
2165;78600;09.05.1956;08.04.1997;22.08.1997;24;3275;C;1;2621;;800;121947;37;28;7;3;11;70,5;8541;2,51;2,97;131;3496;3839;41,28767123;0,37260274;800;0;24;3275;14;11;3;0;2;5;0
2167;170256;16.07.1965;08.08.1993;30.10.1994;24;7094;A;0;2623;classic;200;93931;74;21;10;1;8;56,9;8427;1,12;1,54;107;1874;1913;29,29041096;1,22739726;200;0;24;7094;77;31;46;0;18;0;10
2176;299088;10.12.1966;06.06.1993;30.07.1994;36;8308;B;0;2635;;500;106054;38;25;6;2;6;63,1;8110;5,77;6,55;109;3244;3079;27,63561644;1,147945205;500;1;36;8308;126;46;72;0;33;0;24
2187;53472;26.03.1940;26.02.1996;04.11.1997;12;4456;A;1;2647;;300;81344;61;23;4;2;6;55,3;8899;3,39;3,97;149;2987;2487;57,6109589;1,687671233;300;0;12;4456;134;58;71;0;38;0;0
2218;182040;24.03.1951;21.11.1994;18.11.1995;60;3034;C;0;2686;classic;600;51428;50;11;3;1;4;52,7;8402;3,13;3,98;120;999;1099;44,65479452;0,991780822;600;0;60;3034;59;24;33;0;1;12;0
2227;92976;07.10.1970;22.05.1994;12.12.1995;24;3874;A;0;2698;classic;300;51313;34;12;3;1;4;59,2;8930;3,52;4,2;108;1328;1452;25,18082192;1,55890411;300;0;24;3874;109;50;48;0;34;0;11
2228;185952;22.02.1945;19.03.1994;29.03.1995;48;3874;C;1;2700;;700;125236;28;11;1;4;5;87,7;9675;6,43;7,68;100;5323;5190;50,09589041;1,02739726;700;0;48;3874;34;20;14;0;10;0;1
2236;139464;12.08.1958;27.08.1995;26.09.1996;36;3874;D;1;2708;;300;182027;17;49;12;2;7;56,4;8746;3,33;3,74;90;4355;4433;38,12328767;1,082191781;300;1;36;3874;31;19;12;0;7;0;0
2245;347952;30.10.1964;30.03.1993;16.01.1995;48;7249;C;0;2719;;56530,4;45714;52;10;5;1;6;55,6;8843;2,82;3,6;113;818;888;30,21369863;1,8;56530,4;0;48;7249;120;50;59;0;31;0;0
2246;415800;05.09.1949;25.04.1996;05.02.1997;60;6930;C;0;2720;;42034,2;1204953;0;0;0;1;1;100;12541;0,29;0,43;167;85677;99107;47,41917808;0,783561644;42034,2;0;60;6930;37;18;19;0;10;0;0
2247;72504;26.06.1950;13.04.1996;24.02.1997;24;3021;C;0;2721;;49333,9;122603;25;21;6;2;8;80;8991;1,39;2,01;128;5198;5273;46,66575342;0,868493151;49333,9;0;24;3021;99;26;71;0;16;0;36
2262;230220;26.01.1950;08.02.1997;02.12.1998;36;6395;C;1;2739;classic;97422,1;53921;61;22;1;1;2;41,3;8598;2,77;3,26;123;1597;1875;48,84931507;1,81369863;97422,1;0;36;6395;153;64;80;3;42;0;0
2268;20196;25.02.1971;11.02.1995;18.07.1996;36;561;C;1;2746;;61809,8;1204953;0;0;0;1;1;100;12541;0,29;0,43;167;85677;99107;25,39178082;1,430136986;61809,8;0;36;561;96;34;62;0;18;0;13
2279;314688;26.01.1974;30.10.1996;01.06.1998;48;6556;C;1;2759;classic;39938;88884;80;26;6;2;5;46,7;8507;1,67;1,85;132;2159;2674;24,34520548;1,58630137;39938;0;48;6556;107;40;52;1;2;19;0
2322;46320;14.02.1979;02.01.1995;29.06.1996;24;1930;A;1;2809;;48533,5;133777;24;17;7;3;11;84,7;8705;5,75;7,61;116;4650;4859;17,36986301;1,487671233;48533,5;0;24;1930;178;48;127;0;31;0;64
2334;48312;19.10.1958;19.03.1996;04.08.1997;24;2013;C;1;2822;;26534,7;102609;75;33;2;3;6;52;8187;4,83;5,45;94;2123;2134;38,79178082;1,378082192;26534,7;0;24;2013;94;45;49;0;13;16;12
2335;541200;18.12.1946;04.04.1996;12.11.1997;60;9020;D;0;2823;;24756,9;285387;0;2;8;5;7;89,9;10177;6,63;7,75;81;9878;10108;50,90136986;1,608219178;24756,9;1;60;9020;174;57;117;0;23;0;60
2343;99336;09.07.1980;09.12.1994;04.11.1995;24;4139;A;0;2831;;300;228848;15;40;18;2;6;57,2;9893;4,09;4,72;96;5623;5887;15,32328767;0,904109589;300;0;24;4139;52;24;28;0;14;0;6
2345;199680;23.05.1949;25.10.1993;11.12.1994;60;3328;C;1;2834;;34381,6;95616;65;30;4;1;6;51,4;9307;3,85;4,43;118;2616;3040;45,55342466;1,128767123;34381,6;0;60;3328;74;28;42;0;2;13;9
2350;159744;10.04.1973;04.08.1996;11.05.1997;48;3328;C;0;2841;classic;63953,6;70699;60;13;2;1;4;65,3;8968;2,83;3,35;131;1740;1910;24,08493151;0,767123288;63953,6;0;48;3328;28;15;13;0;10;0;3
2352;49440;06.10.1966;21.01.1995;29.04.1996;60;824;C;0;2843;;45021,6;285387;0;2;8;5;7;89,9;10177;6,63;7,75;81;9878;10108;29,56164384;1,268493151;45021,6;0;60;824;110;31;79;0;17;0;32
2361;156672;25.04.1956;25.02.1994;01.04.1995;36;4352;A;0;2853;;500;72541;66;26;10;0;8;36,9;8594;1,62;2,01;112;1580;1525;38,93424658;1,095890411;500;0;36;4352;75;37;38;0;24;0;8
2413;17952;22.02.1954;27.10.1997;06.10.1998;12;1496;C;0;2915;;500;133777;24;17;7;3;11;84,7;8705;5,75;7,61;116;4650;4859;44,61917808;0,942465753;500;0;12;1496;58;26;32;0;15;0;7
2419;95808;07.09.1940;27.11.1993;30.01.1995;12;7984;A;1;2922;;900;122603;25;21;6;2;8;80;8991;1,39;2,01;128;5198;5273;54,39726027;1,175342466;900;0;12;7984;90;40;46;0;27;0;0
2445;293160;17.01.1978;07.07.1996;26.12.1997;60;4886;C;0;2952;;800;139012;59;41;8;3;10;61,9;8363;2,52;3,49;108;2564;2799;19,93972603;1,471232877;800;0;60;4886;97;42;49;0;26;0;0
2456;200976;20.02.1955;09.09.1995;15.04.1996;48;4187;C;1;2966;;600;114200;101;41;4;1;4;43,7;8403;5,74;5,72;105;2157;2718;41,14794521;0,597260274;600;0;48;4187;35;17;17;0;2;8;3
2486;24516;07.10.1958;27.02.1993;10.01.1994;12;2043;A;1;3001;;200;1204953;0;0;0;1;1;100;12541;0,29;0,43;167;85677;99107;35,26027397;0,868493151;200;0;12;2043;73;31;33;0;21;0;0
2496;165120;18.03.1950;21.05.1994;12.01.1996;60;2752;C;0;3013;;1100;121947;37;28;7;3;11;70,5;8541;2,51;2,97;131;3496;3839;45,82191781;1,646575342;1100;0;60;2752;116;50;66;0;31;0;15
2516;466608;05.03.1946;16.11.1995;13.06.1997;48;9721;C;0;3038;;300;77963;60;23;4;2;4;51,5;8546;2,95;4,02;126;2640;3120;51,2739726;1,57260274;300;0;48;9721;102;42;60;0;24;0;0
2545;428784;14.04.1936;04.12.1996;13.02.1998;48;8933;C;1;3072;;31628,2;1204953;0;0;0;1;1;100;12541;0,29;0,43;167;85677;99107;61,83561644;1,194520548;31628,2;0;48;8933;110;39;71;0;25;0;33
2572;360000;07.03.1973;13.11.1994;13.06.1996;48;7500;C;0;3103;;36047,9;197099;29;41;10;2;10;74,7;9624;1,6;2,31;145;4484;4265;23,26849315;1,580821918;36047,9;0;48;7500;136;57;72;0;2;19;0
2580;89340;12.11.1971;09.11.1995;02.08.1996;60;1489;C;0;3113;;18073,8;110643;49;41;4;1;4;51,9;8441;3,45;4,48;115;1879;2252;24,72054795;0,728767123;18073,8;0;60;1489;44;20;24;0;11;0;5
2622;136344;26.05.1964;21.08.1996;21.05.1998;24;5681;C;0;3163;;16697,2;1204953;0;0;0;1;1;100;12541;0,29;0,43;167;85677;99107;33,98630137;1,747945205;16697,2;0;24;5681;130;57;73;0;37;0;17
2694;91632;28.12.1962;08.03.1993;08.03.1994;12;7636;A;0;3251;;700;94725;38;28;1;3;6;63,4;9920;2,26;2,87;130;4289;4846;31,19178082;1;700;0;12;7636;70;27;43;0;15;0;8
2699;231168;11.05.1978;25.12.1996;30.08.1998;48;4816;C;0;3257;junior;300;182027;17;49;12;2;7;56,4;8746;3,33;3,74;90;4355;4433;20,30410959;1,679452055;300;0;48;4816;144;40;99;3;1;20;30
2705;93888;20.10.1950;05.07.1993;08.12.1993;36;2608;A;0;3264;;600;86513;38;36;5;1;5;50,5;8288;3,79;4,52;110;1562;1460;43,13424658;0,42739726;600;0;36;2608;19;12;7;0;2;5;0
2720;93888;02.07.1936;16.06.1997;27.04.1998;36;2608;C;1;3284;;200;88884;80;26;6;2;5;46,7;8507;1,67;1,85;132;2159;2674;61,81917808;0,863013699;200;0;36;2608;91;37;54;0;27;0;18
2725;69624;23.01.1947;02.04.1997;08.11.1998;36;1934;C;1;3291;classic;1100;139012;59;41;8;3;10;61,9;8363;2,52;3,49;108;2564;2799;51,79178082;1,602739726;1100;0;36;1934;145;41;104;6;22;0;44
2728;156420;08.03.1957;06.07.1997;15.06.1998;60;2607;C;1;3294;;27531;139012;59;41;8;3;10;61,9;8363;2,52;3,49;108;2564;2799;41,27123288;0,942465753;27531;0;60;2607;63;25;36;0;14;0;7
2753;66432;13.04.1971;13.02.1996;30.09.1997;24;2768;C;0;3324;;700;170449;0;0;0;1;1;100;10787;2,64;3,09;131;6041;6261;26,46575342;1,62739726;700;0;24;2768;107;39;68;0;2;19;15
2754;335280;26.12.1952;26.01.1996;04.05.1997;48;6985;C;0;3326;;500;161954;21;37;20;3;8;48;8720;3,73;4,5;116;3729;3651;44,35342466;1,268493151;500;0;48;6985;97;31;62;0;1;15;20
2762;111384;10.02.1967;20.03.1993;05.07.1994;24;4641;A;1;3335;;500;51428;50;11;3;1;4;52,7;8402;3,13;3,98;120;999;1099;27,39726027;1,293150685;500;0;24;4641;152;55;93;0;39;0;28
2824;50460;17.10.1947;20.10.1993;16.07.1994;60;841;C;0;3414;gold;49420;75637;35;36;9;0;7;36,5;9622;0,45;0,59;154;3475;3529;46,74520548;0,736986301;49420;0;60;841;43;19;24;0;11;0;5
2872;268320;29.09.1952;04.09.1996;19.05.1997;60;4472;C;0;3471;;24511,3;1204953;0;0;0;1;1;100;12541;0,29;0,43;167;85677;99107;44,63561644;0,704109589;24511,3;0;60;4472;52;21;31;0;13;0;10
2910;437460;24.06.1953;21.10.1997;29.08.1998;60;7291;C;0;3517;classic;57429,2;228848;15;40;18;2;6;57,2;9893;4,09;4,72;96;5623;5887;45,18082192;0,854794521;57429,2;0;60;7291;53;20;33;0;1;10;10
2912;380160;15.12.1949;30.07.1994;29.02.1996;60;6336;C;1;3519;classic;54804,3;323870;0;0;0;1;1;100;10673;4,75;5,44;100;18782;18347;46,20547945;1,583561644;54804,3;0;60;6336;109;47;58;0;32;0;0
2933;272520;02.09.1939;18.06.1993;17.05.1994;60;4542;C;1;3542;;1100;92084;55;29;4;3;5;46,7;10124;0,56;0,54;141;3810;4316;54,70410959;0,912328767;1100;0;60;4542;84;34;45;0;23;0;10
2936;504000;28.02.1971;27.03.1996;20.01.1998;60;8400;C;1;3546;;200;75232;55;26;4;1;5;41,7;8980;1,95;2,21;111;2824;2813;26,89315068;1,819178082;200;0;60;8400;124;61;63;0;40;0;18
2962;31248;15.03.1939;30.05.1993;21.12.1994;12;2604;A;0;3576;;1000;1204953;0;0;0;1;1;100;12541;0,29;0,43;167;85677;99107;55,76986301;1,561643836;1000;0;12;2604;120;51;61;0;33;0;0
2982;41256;03.08.1938;04.06.1996;17.04.1998;12;3438;C;1;3601;gold;900;51428;50;11;3;1;4;52,7;8402;3,13;3,98;120;999;1099;59,70410959;1,868493151;900;0;12;3438;215;48;146;7;3;23;75
2986;24792;06.06.1958;09.04.1996;06.12.1997;24;1033;C;1;3606;classic;500;86513;38;36;5;1;5;50,5;8288;3,79;4,52;110;1562;1460;39,50136986;1,660273973;500;0;24;1033;135;40;95;0;21;0;31
2988;88608;09.12.1947;14.10.1996;08.07.1998;12;7384;C;1;3608;;900;125832;151;41;2;3;5;48,3;8512;3,51;4,12;102;2247;2103;50,57808219;1,731506849;900;0;12;7384;134;62;68;0;41;0;0
2994;48744;14.04.1964;03.05.1996;14.09.1996;36;1354;C;0;3616;classic;900;148545;8;35;12;3;4;53,5;8909;4,01;5,56;113;3460;3590;32,41917808;0,367123288;900;0;36;1354;14;11;3;0;7;0;0
3005;390000;13.12.1947;11.01.1997;05.06.1998;48;8125;C;1;3629;;600;95907;87;25;5;2;7;59,1;8388;2,41;2,94;87;1658;1668;50,47671233;1,397260274;600;0;48;8125;44;23;21;0;18;0;6
3021;155616;25.10.1959;20.04.1996;04.12.1996;48;3242;C;0;3649;;300;92084;55;29;4;3;5;46,7;10124;0,56;0,54;141;3810;4316;37,10958904;0,624657534;300;0;48;3242;30;16;14;0;2;7;0
3037;277884;17.09.1980;26.05.1994;18.04.1996;36;7719;D;0;3670;;1000;105606;77;26;7;2;7;53;8254;2,79;3,76;97;2166;2325;15,58356164;1,895890411;1000;1;36;7719;117;46;70;0;26;0;0
3050;82896;06.02.1972;08.05.1993;02.09.1994;12;6908;A;1;3687;classic;900;110643;49;41;4;1;4;51,9;8441;3,45;4,48;115;1879;2252;22,56986301;1,320547945;900;0;12;6908;126;34;83;2;4;15;33
3064;15420;04.06.1965;23.05.1993;21.03.1995;12;1285;A;0;3705;;1000;128118;9;16;6;3;8;85,3;9317;6,49;7,07;97;6949;6872;29,79452055;1,82739726;1000;0;12;1285;151;53;98;0;32;0;34
3084;253512;07.08.1945;28.01.1996;28.08.1996;36;7042;D;0;3730;;80844,2;108871;41;29;7;2;6;62,1;8444;3,24;3,47;106;2595;2305;51,05753425;0,580821918;80844,2;1;36;7042;29;14;13;0;8;0;0
3112;123216;12.08.1977;12.08.1994;24.02.1996;48;2567;C;0;3763;junior;65644,7;85852;41;23;4;2;4;59,8;8965;7,08;8,23;104;2653;2822;18,5369863;1,536986301;65644,7;0;48;2567;128;48;79;0;30;0;22
3115;321180;07.09.1936;27.03.1996;15.11.1996;60;5353;C;1;3767;;89519,3;177686;69;27;10;1;9;74,8;10045;1,42;1,71;135;6604;6295;60,1890411;0,638356164;89519,3;0;60;5353;38;17;18;0;2;8;4
3137;253560;20.06.1951;15.12.1996;21.09.1998;60;4226;C;0;3793;;41186,6;119895;17;4;3;2;4;89,9;10446;7,34;9,4;90;4947;4743;47,25479452;1,767123288;41186,6;0;60;4226;108;43;62;0;2;21;0
3143;130896;15.06.1954;18.10.1996;15.05.1998;24;5454;C;0;3800;;25009,2;85852;41;23;4;2;4;59,8;8965;7,08;8,23;104;2653;2822;43,91506849;1,57260274;25009,2;0;24;5454;113;53;60;0;35;0;14
3161;30012;26.11.1953;26.08.1996;16.06.1998;12;2501;C;1;3822;;28700,2;78955;50;24;8;1;9;59;9060;1,78;2,44;124;1655;1717;44,55342466;1,805479452;28700,2;0;12;2501;103;47;51;0;26;0;0
3166;177744;13.03.1972;10.08.1993;03.01.1995;48;3703;D;1;3829;classic;40762,9;161227;5;35;11;4;10;69,7;8678;5,93;5,57;102;4980;4595;22,8109589;1,4;40762,9;1;48;3703;95;36;55;0;21;0;0
3189;222180;20.03.1939;29.11.1995;15.12.1996;60;3703;D;1;3855;;49889,3;45714;52;10;5;1;6;55,6;8843;2,82;3,6;113;818;888;57,73972603;1,043835616;49889,3;1;60;3703;59;28;30;0;16;0;0
3229;39024;23.12.1936;18.11.1995;01.05.1997;12;3252;A;1;3906;classic;300;197099;29;41;10;2;10;74,7;9624;1,6;2,31;145;4484;4265;60,35342466;1,449315068;300;0;12;3252;136;47;87;0;30;0;30
3230;77184;09.12.1954;11.03.1995;04.10.1996;36;2144;C;0;3907;;200;1204953;0;0;0;1;1;100;12541;0,29;0,43;167;85677;99107;41,81917808;1,567123288;200;0;36;2144;77;36;39;0;20;0;0
3249;68124;01.11.1957;11.10.1996;27.08.1997;12;5677;A;1;3929;;1100;323870;0;0;0;1;1;100;10673;4,75;5,44;100;18782;18347;39,81917808;0,876712329;1100;0;12;5677;51;21;30;0;12;0;6
3273;94512;28.11.1952;29.12.1995;21.09.1997;12;7876;B;1;3962;;600;323870;0;0;0;1;1;100;10673;4,75;5,44;100;18782;18347;44,81369863;1,728767123;600;1;12;7876;134;63;64;0;2;21;0
3293;276084;13.03.1964;08.08.1997;27.11.1998;36;7669;C;0;3984;classic;1100;1204953;0;0;0;1;1;100;12541;0,29;0,43;167;85677;99107;34,70958904;1,304109589;1100;0;36;7669;142;33;100;1;2;16;47
3329;19248;16.10.1964;12.10.1996;08.12.1997;12;1604;A;1;4024;;200;75232;55;26;4;1;5;41,7;8980;1,95;2,21;111;2824;2813;33,14520548;1,156164384;200;0;12;1604;72;29;43;0;16;0;9
3353;146064;01.06.1953;27.08.1996;09.02.1997;24;6086;C;0;4055;;200;323870;0;0;0;1;1;100;10673;4,75;5,44;100;18782;18347;43,69315068;0,454794521;200;0;24;6086;22;12;10;0;7;0;1
3354;4980;26.07.1952;05.11.1993;05.07.1994;12;415;A;0;4056;;800;86513;38;36;5;1;5;50,5;8288;3,79;4,52;110;1562;1460;41,94246575;0,663013699;800;0;12;415;46;19;27;0;11;0;10
3390;40632;03.05.1945;22.12.1996;11.03.1998;12;3386;C;0;4099;;44575,8;107870;84;29;6;1;6;58;8754;3,83;4,31;137;3804;3868;52,85479452;1,216438356;44575,8;0;12;3386;118;31;84;0;2;15;41
3403;71820;09.02.1964;20.05.1997;27.06.1998;36;1995;C;1;4114;;21468,8;86513;38;36;5;1;5;50,5;8288;3,79;4,52;110;1562;1460;34,37808219;1,104109589;21468,8;0;36;1995;79;31;40;0;19;0;0
3418;207264;15.10.1962;02.09.1996;10.06.1997;48;4318;C;1;4132;;47886,3;95907;87;25;5;2;7;59,1;8388;2,41;2,94;87;1658;1668;34,65205479;0,769863014;47886,3;0;48;4318;58;26;28;0;19;0;0
3448;68664;19.02.1980;06.06.1996;20.10.1997;24;2861;C;0;4169;;39059;109164;98;16;6;1;4;63,6;8757;3,38;3,95;96;2212;2471;17,66575342;1,37260274;39059;0;24;2861;73;30;42;0;14;0;0
3455;67464;25.12.1935;13.03.1996;07.03.1997;12;5622;A;1;4177;;50930,2;125236;28;11;1;4;5;87,7;9675;6,43;7,68;100;5323;5190;61,19726027;0,983561644;50930,2;0;12;5622;57;24;32;0;1;12;0
3460;140688;23.06.1941;08.04.1997;29.05.1998;48;2931;C;1;4182;;48838;93931;74;21;10;1;8;56,9;8427;1,12;1,54;107;1874;1913;56,93150685;1,139726027;48838;0;48;2931;85;36;44;0;24;0;0
3489;44088;25.06.1951;08.12.1994;01.08.1995;24;1837;A;0;4217;;44368,6;81344;61;23;4;2;6;55,3;8899;3,39;3,97;149;2987;2487;44,10136986;0,646575342;44368,6;0;24;1837;32;17;15;0;10;0;3
3556;174840;07.05.1951;29.08.1997;22.09.1998;60;2914;C;0;4291;;1100;109164;98;16;6;1;4;63,6;8757;3,38;3,95;96;2212;2471;47,37808219;1,065753425;1100;0;60;2914;87;31;46;0;6;13;18
3562;174960;15.09.1977;19.07.1996;24.05.1998;24;7290;C;0;4299;;1000;102609;75;33;2;3;6;52;8187;4,83;5,45;94;2123;2134;20,68767123;1,846575342;1000;0;24;7290;143;58;77;0;37;0;0
3608;161496;24.07.1971;30.08.1994;24.05.1996;36;4486;C;1;4352;;500;226122;32;50;7;4;4;62,6;8994;3,8;4,79;110;9672;9208;24,83287671;1,731506849;500;0;36;4486;130;52;75;0;32;0;19
3629;158760;31.01.1978;27.07.1993;30.05.1995;60;2646;C;1;4377;;900;78955;50;24;8;1;9;59;9060;1,78;2,44;124;1655;1717;17,3260274;1,84109589;900;0;60;2646;166;55;106;0;12;22;51
3637;14028;27.12.1945;28.10.1995;01.09.1997;12;1169;A;0;4386;;400;107911;88;33;6;2;7;50,9;8240;2,53;3,56;99;1850;1903;51,67945205;1,843835616;400;0;12;1169;156;48;108;0;26;0;36
3664;271584;24.04.1976;28.04.1996;20.09.1997;48;5658;C;1;4417;classic;65701,4;1204953;0;0;0;1;1;100;12541;0,29;0,43;167;85677;99107;21,40821918;1,397260274;65701,4;0;48;5658;90;41;47;0;25;0;0
3674;23628;09.03.1954;12.03.1993;10.09.1994;12;1969;A;1;4428;;12727,7;85852;41;23;4;2;4;59,8;8965;7,08;8,23;104;2653;2822;40,50684932;1,498630137;12727,7;0;12;1969;110;49;59;0;31;0;12
3678;316140;22.02.1968;24.03.1993;05.02.1995;60;5269;D;1;4433;;19406,8;1204953;0;0;0;1;1;100;12541;0,29;0,43;167;85677;99107;26,95342466;1,871232877;19406,8;1;60;5269;139;60;79;0;38;0;0
3679;444864;29.03.1964;15.08.1995;23.07.1996;48;9268;C;1;4434;;12789,5;197099;29;41;10;2;10;74,7;9624;1,6;2,31;145;4484;4265;32,31780822;0,936986301;12789,5;0;48;9268;64;27;37;0;17;0;12
3711;460980;09.12.1964;08.05.1997;05.11.1997;60;7683;D;0;4474;;28406;75232;55;26;4;1;5;41,7;8980;1,95;2,21;111;2824;2813;32,90684932;0,495890411;28406;1;60;7683;26;13;11;0;7;0;0
3747;76380;28.06.1957;01.05.1994;02.01.1995;12;6365;A;0;4520;;1100;1204953;0;0;0;1;1;100;12541;0,29;0,43;167;85677;99107;37,51506849;0,673972603;1100;0;12;6365;45;20;25;0;12;0;12
3752;18564;04.02.1963;25.11.1994;02.04.1995;12;1547;A;0;4527;;200;1204953;0;0;0;1;1;100;12541;0,29;0,43;167;85677;99107;32,15616438;0,350684932;200;0;12;1547;13;9;4;0;5;0;0
3754;68544;16.09.1976;19.02.1996;03.11.1996;24;2856;A;1;4529;;900;114006;71;26;6;2;9;62,3;9065;4,46;5,39;123;4147;4166;20,13150685;0,704109589;900;0;24;2856;54;17;32;0;1;8;15
3804;63252;24.06.1949;07.04.1994;08.02.1996;12;5271;A;0;4584;;31924;94725;38;28;1;3;6;63,4;9920;2,26;2,87;130;4289;4846;46,62739726;1,84109589;31924;0;12;5271;164;48;108;0;3;23;36
3834;23052;01.11.1940;19.01.1993;28.09.1994;12;1921;A;0;4620;;700;387570;0;0;0;1;1;100;9897;1,6;1,96;140;18721;18696;53,90684932;1,690410959;700;0;12;1921;171;48;123;0;29;0;61
3859;307200;26.02.1962;23.04.1996;02.05.1997;60;5120;D;1;4652;;200;107911;88;33;6;2;7;50,9;8240;2,53;3,56;99;1850;1903;35,17808219;1,024657534;200;1;60;5120;68;28;34;0;16;0;0
3862;74916;16.09.1942;23.11.1996;18.09.1998;36;2081;C;1;4656;;600;1204953;0;0;0;1;1;100;12541;0,29;0,43;167;85677;99107;56,00547945;1,819178082;600;0;36;2081;169;59;101;0;39;0;34
3875;153936;28.08.1949;18.10.1997;10.02.1998;24;6414;C;1;4672;;1100;105606;77;26;7;2;7;53;8254;2,79;3,76;97;2166;2325;48,45479452;0,315068493;1100;0;24;6414;11;8;3;0;1;4;0
3906;334620;09.05.1961;08.07.1997;08.03.1998;60;5577;C;0;4710;;1100;139012;59;41;8;3;10;61,9;8363;2,52;3,49;108;2564;2799;36,83013699;0,665753425;1100;0;60;5577;35;17;16;0;1;8;0
3907;133848;06.06.1960;18.04.1996;16.03.1998;24;5577;C;0;4712;;600;114006;71;26;6;2;9;62,3;9065;4,46;5,39;123;4147;4166;37,77534247;1,909589041;600;0;24;5577;112;44;67;0;22;0;0
3916;96984;28.01.1972;28.09.1997;12.07.1998;36;2694;C;1;4722;;800;112065;95;19;7;1;8;69,4;11277;1,25;1,44;127;5179;4987;26,45205479;0,78630137;800;0;36;2694;55;21;34;0;2;10;17
3942;107352;28.12.1939;10.05.1996;14.10.1997;36;2982;C;0;4754;;68443,4;67298;71;19;10;0;7;43,8;8561;0,65;1,29;110;1029;1127;57,79452055;1,430136986;68443,4;0;36;2982;84;45;39;0;28;0;7
3953;63576;03.04.1960;16.06.1997;04.01.1998;12;5298;C;0;4768;;43635,1;1204953;0;0;0;1;1;100;12541;0,29;0,43;167;85677;99107;37,75616438;0,553424658;43635,1;0;12;5298;32;20;12;0;2;6;0
3967;84600;16.08.1938;22.09.1996;29.03.1997;36;2350;D;1;4786;;8387,7;387570;0;0;0;1;1;100;9897;1,6;1,96;140;18721;18696;58,61643836;0,515068493;8387,7;1;36;2350;32;14;17;0;9;0;0
4033;84288;01.11.1977;19.11.1996;20.03.1997;48;1756;C;0;4861;;1000;161954;21;37;20;3;8;48;8720;3,73;4,5;116;3729;3651;19,38082192;0,331506849;1000;0;48;1756;12;9;3;0;6;0;0
4052;106128;21.12.1978;25.01.1997;28.12.1997;36;2948;C;1;4882;;30890,1;159617;29;19;8;1;9;85,2;9198;3,33;4,28;131;5796;6132;19,01917808;0,923287671;30890,1;0;36;2948;52;24;25;0;3;11;0
4079;158976;09.01.1939;03.11.1993;05.04.1995;48;3312;C;1;4916;;54062,1;139012;59;41;8;3;10;61,9;8363;2,52;3,49;108;2564;2799;56,23561644;1,419178082;54062,1;0;48;3312;156;52;95;0;36;0;42
4081;137904;06.05.1968;22.07.1995;28.11.1995;24;5746;B;1;4918;;600;75637;35;36;9;0;7;36,5;9622;0,45;0,59;154;3475;3529;27,56438356;0,353424658;600;1;24;5746;12;9;3;0;6;0;0
4099;41856;09.11.1960;26.05.1996;31.07.1997;48;872;C;0;4937;classic;46199,8;387570;0;0;0;1;1;100;9897;1,6;1,96;140;18721;18696;36,72328767;1,180821918;46199,8;0;48;872;103;28;75;0;15;0;30
4116;151200;10.10.1946;05.10.1997;03.06.1998;36;4200;C;1;4956;;91634,4;77963;60;23;4;2;4;51,5;8546;2,95;4,02;126;2640;3120;51,64657534;0,660273973;91634,4;0;36;4200;40;22;17;0;14;0;2
4127;100800;26.05.1938;03.05.1996;15.08.1997;24;4200;D;1;4968;;54149;102609;75;33;2;3;6;52;8187;4,83;5,45;94;2123;2134;59,22191781;1,284931507;54149;1;24;4200;64;22;41;0;12;0;18
4144;212976;27.06.1973;19.08.1996;21.06.1998;36;5916;C;0;4993;;24016,4;1204953;0;0;0;1;1;100;12541;0,29;0,43;167;85677;99107;24,98356164;1,838356164;24016,4;0;36;5916;149;62;81;0;42;0;18
4190;405780;19.01.1951;04.10.1995;28.08.1997;60;6763;C;1;5050;;36745,4;145688;22;41;13;2;5;40,7;8544;1,29;1,86;109;2719;2906;46,60547945;1,898630137;36745,4;0;60;6763;176;61;115;0;39;0;56
